icao_code,iata_code,name,iso_country,latitude_deg,longitude_deg,type
LGKP,AOK,Karpathos Airport,GR,35.421398,27.146,medium_airport
LGKR,CFU,Corfu Ioannis Kapodistrias International Airport,GR,39.60145,19.912179,large_airport
LGKV,KVA,Kavala Alexander the Great International Airport,GR,40.9133,24.6192,large_airport
LGKZ,KZI,Kozani National Airport Filippos,GR,40.286098,21.840799,medium_airport
LGMK,JMK,Mykonos Island National Airport,GR,37.435101,25.348101,medium_airport
LGMT,MJT,Mytilene International Airport,GR,39.057406,26.598629,medium_airport
LGPZ,PVK,Aktion National Airport,GR,38.925499,20.765301,medium_airport
LGRX,GPA,Patras Araxos Agamemnon Airport,GR,38.1511,21.4256,medium_airport
LGSK,JSI,Skiathos Island National Airport,GR,39.177101,23.5037,medium_airport
LGSM,SMI,Samos Airport,GR,37.689999,26.911699,medium_airport
LGSR,JTR,Santorini International Airport,GR,36.400045,25.478638,large_airport
LGST,JSH,Sitia Airport,GR,35.21609878540039,26.101299285888672,medium_airport
LGTS,SKG,Thessaloniki Macedonia International Airport,GR,40.51928,22.970009,large_airport
LGZA,ZTH,Zakynthos International Airport Dionysios Solomos,GR,37.7509,20.8843,medium_airport
LHBP,BUD,Budapest Liszt Ferenc International Airport,HU,47.43018,19.262393,large_airport
LHDC,DEB,Debrecen International Airport,HU,47.489469,21.616278,large_airport
LHPP,PEV,Pécs-Pogány International Airport,HU,45.988891,18.242044,large_airport
LHPR,,Győr-Pér Airport,HU,47.628436,17.804718,medium_airport
LHSM,SOB,Hévíz–Balaton Airport,HU,46.686391,17.159084,medium_airport
LIBC,CRV,Crotone Sant'Anna Pythagoras Airport,IT,38.9972,17.0802,medium_airport
LIBD,BRI,Bari Karol Wojtyła International Airport,IT,41.138901,16.760599,large_airport
LIBF,FOG,Foggia Gino Lisa Airport,IT,41.433596,15.534566,medium_airport
LIBP,PSR,Abruzzo Airport,IT,42.431079,14.182981,large_airport
LIBR,BDS,Brindisi Airport,IT,40.6576,17.947001,large_airport
LICA,SUF,Lamezia Terme Sant'Eufemia International Airport,IT,38.906214,16.246007,large_airport
LICB,CIY,Comiso Airport,IT,36.99583,14.60889,medium_airport
LICC,CTA,Catania-Fontanarossa Airport,IT,37.466801,15.0664,large_airport
LICD,LMP,Lampedusa Airport,IT,35.497898,12.6181,medium_airport
LICG,PNL,Pantelleria Airport,IT,36.816502,11.9689,medium_airport
LICJ,PMO,Falcone–Borsellino Airport,IT,38.175999,13.091,large_airport
LICR,REG,Reggio Calabria Airport,IT,38.071201,15.6516,medium_airport
LICT,TPS,Vincenzo Florio Airport Trapani-Birgi,IT,37.9114,12.488,medium_airport
LIDT,,Trento-Mattarello Airport,IT,46.023333,11.125,medium_airport
LIEA,AHO,Alghero-Fertilia Airport,IT,40.632099,8.29077,medium_airport
LIEE,CAG,Cagliari Elmas Airport,IT,39.251499,9.05428,large_airport
LIEO,OLB,Olbia Costa Smeralda Airport,IT,40.898953,9.518457,large_airport
LIMC,MXP,Milan Malpensa International Airport,IT,45.6306,8.72811,large_airport
LIME,BGY,Il Caravaggio International Airport,IT,45.669362,9.708851,large_airport
LIMF,TRN,Turin Airport,IT,45.200802,7.64963,large_airport
LIMJ,GOA,Genoa Cristoforo Colombo Airport,IT,44.412039,8.840732,large_airport
LIML,LIN,Milano Linate Airport,IT,45.445099,9.27674,large_airport
LIMP,PMF,Parma Airport,IT,44.826351,10.29705,medium_airport
LIMZ,CUF,Cuneo International Airport,IT,44.547458,7.623045,medium_airport
LIPB,BZO,Bolzano Airport,IT,46.459245,11.326125,medium_airport
LIPE,BLQ,Bologna Guglielmo Marconi Airport,IT,44.5354,11.2887,large_airport
LIPH,TSF,Treviso Airport,IT,45.648399,12.1944,large_airport
LIPK,FRL,Forlì-Luigi Ridolfi International Airport,IT,44.194801,12.0701,medium_airport
LIPO,VBS,Brescia Gabriele d'Annunzio Airport,IT,45.428902,10.3306,medium_airport
LIPQ,TRS,Trieste Airport,IT,45.827862,13.466672,large_airport
LIPR,RMI,Federico Fellini International Airport,IT,44.020024,12.612198,large_airport
LIPX,VRN,Verona Villafranca Valerio Catullo Airport,IT,45.394955,10.887303,large_airport
LIPY,AOI,Marche Airport,IT,43.616299,13.3623,medium_airport
LIPZ,VCE,Venice Marco Polo Airport,IT,45.505299,12.3519,large_airport
LIRA,CIA,Ciampino–G. B. Pastine International Airport,IT,41.798769,12.595331,large_airport
LIRF,FCO,Rome–Fiumicino Leonardo da Vinci International Airport,IT,41.804532,12.251998,large_airport
LIRI,QSR,Salerno Costa d'Amalfi Airport,IT,40.620399,14.9113,medium_airport
LIRJ,EBA,Marina di Campo Airport,IT,42.760871,10.239811,medium_airport
LIRN,NAP,Naples International Airport,IT,40.886002,14.2908,large_airport
LIRP,PSA,Pisa International Airport,IT,43.683899,10.3927,large_airport
LIRQ,FLR,"Florence Airport, Peretola",IT,43.808558,11.202822,large_airport
LIRZ,PEG,Perugia San Francesco d'Assisi – Umbria International Airport,IT,43.095901,12.5132,large_airport
LJLJ,LJU,Ljubljana Jože Pučnik Airport,SI,46.223701,14.4576,large_airport
LJMB,MBX,Maribor Edvard Rusjan Airport,SI,46.4799,15.6861,medium_airport
LKCS,JCL,České Budějovice South Bohemian Airport,CZ,48.948171,14.42832,large_airport
LKKV,KLV,Karlovy Vary Airport,CZ,50.202999,12.915,large_airport
LKMT,OSR,Leoš Janáček Airport Ostrava,CZ,49.696301,18.111099,large_airport
LKPD,PED,Pardubice Airport,CZ,50.015049,15.73981,large_airport
LKPR,PRG,Václav Havel Airport Prague,CZ,50.100874,14.259911,large_airport
LKTB,BRQ,Brno-Tuřany Airport,CZ,49.151276,16.693972,medium_airport
LMML,MLA,Malta International Airport,MT,35.845932,14.491546,large_airport
LOWG,GRZ,Graz Airport,AT,46.9911,15.4396,large_airport
LOWI,INN,Innsbruck Airport,AT,47.260201,11.344,large_airport
LOWK,KLU,Klagenfurt Airport,AT,46.642502,14.3377,large_airport
LOWL,LNZ,Linz-Hörsching Airport,AT,48.235362,14.188128,large_airport
LOWS,SZG,Salzburg Airport,AT,47.793301,13.0043,large_airport
LOWW,VIE,Vienna International Airport,AT,48.110298,16.5697,large_airport
LPAZ,SMA,Santa Maria Airport,PT,36.97140121459961,-25.17060089111328,medium_airport
LPBG,BGC,Bragança Airport,PT,41.8578,-6.70713,medium_airport
LPCS,CAT,Cascais Airport,PT,38.724998,-9.35523,medium_airport
LPFL,FLW,Flores Airport,PT,39.455299377441406,-31.13139915466309,medium_airport
LPFR,FAO,Faro - Gago Coutinho International Airport,PT,37.015909,-7.970939,large_airport
LPGR,GRW,Graciosa Airport,PT,39.09220123291016,-28.029800415039062,medium_airport
LPHR,HOR,Horta Airport,PT,38.519901275634766,-28.715900421142575,medium_airport
LPLA,TER,Lajes Airport,PT,38.761799,-27.090799,medium_airport
LPMA,FNC,Cristiano Ronaldo International Airport,PT,32.697812,-16.774613,large_airport
LPPD,PDL,João Paulo II Airport,PT,37.7411994934,-25.6979007721,large_airport
LPPI,PIX,Pico Airport,PT,38.554298,-28.441299,medium_airport
LPPM,PRM,Portimão Airport,PT,37.1493,-8.58396,medium_airport
LPPR,OPO,Francisco de Sá Carneiro Airport,PT,41.2481002808,-8.68138980865,large_airport
LPPS,PXO,Porto Santo Airport,PT,33.0733985901,-16.3500003815,medium_airport
LPPT,LIS,Lisbon Humberto Delgado Airport,PT,38.7813,-9.13592,large_airport
LPSJ,SJZ,São Jorge Airport,PT,38.665501,-28.1758,medium_airport
LPVR,VRL,Vila Real Airport,PT,41.2743,-7.72047,medium_airport
LPVZ,VSE,Aerodromo Goncalves Lobato (Viseu Airport),PT,40.725498,-7.88899,medium_airport
LQBK,BNX,Banja Luka International Airport,BA,44.941399,17.297501,large_airport
LQMO,OMO,Mostar International Airport,BA,43.282489,17.846101,large_airport
LQSA,SJJ,Sarajevo International Airport,BA,43.8246,18.331499,large_airport
LQTZ,TZL,Tuzla International Airport,BA,44.459858,18.723627,large_airport
LRAR,ARW,Arad International Airport,RO,46.176136,21.264322,medium_airport
LRBC,BCM,Bacău George Enescu International  Airport,RO,46.5219,26.910299,large_airport
LRBM,BAY,Maramureș International Airport,RO,47.658444,23.464445,medium_airport
LRBS,BBU,Bucharest Băneasa Aurel Vlaicu International Airport,RO,44.503133,26.102944,large_airport
LRBV,GHV,Brașov-Ghimbav International Airport,RO,45.70558,25.522871,large_airport
LRCK,CND,Mihail Kogălniceanu International Airport,RO,44.362202,28.4883,large_airport
LRCL,CLJ,Avram Iancu Cluj International Airport,RO,46.786042,23.685733,large_airport
LRCV,CRA,Craiova International Airport,RO,44.3181,23.888599,large_airport
LRIA,IAS,Iaşi International Airport,RO,47.179633,27.621431,large_airport
LROD,OMR,Oradea International Airport,RO,47.025299,21.9025,large_airport
LROP,OTP,Bucharest Henri Coandă International Airport,RO,44.571792,26.103285,large_airport
LRSB,SBZ,Sibiu International Airport,RO,45.785841,24.086666,large_airport
LRSM,SUJ,Satu Mare International Airport,RO,47.7033,22.8857,medium_airport
LRSV,SCV,Suceava Ștefan cel Mare International Airport,RO,47.6875,26.354099,large_airport
LRTM,TGM,Târgu Mureş Transilvania International Airport,RO,46.467701,24.4125,medium_airport
LRTR,TSR,Timișoara Traian Vuia International Airport,RO,45.809898,21.3379,large_airport
LSGG,GVA,Geneva International Airport,CH,46.238098,6.10895,large_airport
LSZA,LUG,Lugano Airport,CH,46.004299,8.91058,medium_airport
LSZB,BRN,Bern Airport,CH,46.912736,7.498819,medium_airport
LSZH,ZRH,Zürich Airport,CH,47.458056,8.548056,large_airport
LSZR,ACH,Sankt Gallen Altenrhein Airport,CH,47.485001,9.56077,medium_airport
LTBU,TEQ,Tekirdağ Çorlu Airport,TR,41.138199,27.9191,medium_airport
LTFM,IST,İstanbul Airport,TR,41.274874,28.732136,large_airport
LUKK,RMO,Chişinău International Airport,MD,46.92774,28.931704,large_airport
LWOH,OHD,Ohrid St. Paul the Apostle Airport,MK,41.18,20.7423,large_airport
LWSK,SKP,Skopje International Airport,MK,41.958087,21.622581,large_airport
LXGB,GIB,Gibraltar Airport,GI,36.151679,-5.34978,large_airport
LYBE,BEG,Belgrade Nikola Tesla Airport,RS,44.818401,20.309099,large_airport
LYKV,KVO,Morava Airport,RS,43.817519,20.586662,medium_airport
LYNI,INI,Niš Constantine the Great Airport,RS,43.336538,21.856242,large_airport
LYPG,TGD,Podgorica Airport / Podgorica Golubovci Airbase,ME,42.359402,19.2519,large_airport
LYTV,TIV,Tivat Airport,ME,42.404701,18.723301,medium_airport
LZIB,BTS,M. R. Štefánik Airport,SK,48.1702,17.2127,large_airport
LZKZ,KSC,Košice International Airport,SK,48.663101,21.2411,medium_airport
LZSL,SLD,Sliač Airport,SK,48.63779830932617,19.13409996032715,medium_airport
LZTT,TAT,Poprad-Tatry Airport,SK,49.070994,20.241394,medium_airport
UERS,SYS,Saskylakh Airport,RU,71.927902,114.080002,medium_airport
UKCM,MPW,Mariupol International Airport,UA,47.07609939575195,37.44960021972656,medium_airport
UKDD,DNK,Dnipro International Airport,UA,48.357201,35.100601,medium_airport
UKDR,KWG,Kryvyi Rih International Airport,UA,48.04330062866211,33.209999084472656,medium_airport
UKFF,SIP,Simferopol International Airport,UA,45.0522,33.975101,large_airport
UKLI,IFO,Ivano-Frankivsk International Airport,UA,48.88420104980469,24.68610000610352,medium_airport
UKLL,LWO,Lviv International Airport,UA,49.8125,23.9561,large_airport
UKLN,CWC,Chernivtsi International Airport,UA,48.2593002319336,25.98080062866211,medium_airport
UKLR,RWN,Rivne International Airport,UA,50.60710144042969,26.141599655151367,medium_airport
UKLU,UDJ,Uzhhorod International Airport,UA,48.6343,22.263399,large_airport
UKOH,KHE,Kherson International Airport,UA,46.6758,32.506401,medium_airport
ULAA,ARH,Talagi Airport,RU,64.60030364990234,40.71670150756836,medium_airport
ULAM,NNM,Naryan Mar Airport,RU,67.639999,53.121899,medium_airport
ULKK,KSZ,Kotlas Airport,RU,61.235801696777344,46.6974983215332,medium_airport
ULLI,LED,Pulkovo Airport,RU,59.800301,30.262501,large_airport
ULMM,MMK,Emperor Nicholas II Murmansk Airport,RU,68.7817,32.750801,large_airport
ULOO,PKV,Princess Olga Pskov International Airport,RU,57.781316,28.39384,medium_airport
ULPB,PES,Petrozavodsk Airport,RU,61.885201,34.154701,medium_airport
ULWC,CEE,Cherepovets Airport,RU,59.273601532,38.0158004761,medium_airport
UMBB,BQT,Brest International Airport,BY,52.108138,23.89676,large_airport
UMGG,GME,Gomel Airport,BY,52.527000427246094,31.016700744628903,medium_airport
UMKK,KGD,Khrabrovo Airport,RU,54.89161,20.598559,large_airport
UMMS,MSQ,Minsk National Airport,BY,53.888071,28.039964,large_airport
UMOO,MVQ,Mogilev Airport,BY,53.95489883422852,30.09510040283203,medium_airport
UNNT,OVB,Novosibirsk Tolmachevo Airport,RU,55.019756,82.618675,large_airport
URKA,AAQ,Anapa Vityazevo Airport,RU,45.002102,37.347301,medium_airport
URKG,GDZ,Gelendzhik Airport,RU,44.5820926295,38.0124807358,medium_airport
URKK,KRR,Krasnodar Pashkovsky International Airport,RU,45.034465,39.174215,large_airport
URMM,MRV,Mineralnye Vody Airport,RU,44.225101,43.081902,large_airport
URMN,NAL,Nalchik Airport,RU,43.512901,43.6366,medium_airport
URMO,OGZ,Vladikavkaz Beslan International Airport,RU,43.205101,44.606602,medium_airport
URMT,STW,Stavropol Shpakovskoye Airport,RU,45.10919952392578,42.11280059814453,medium_airport
URRP,ROV,Platov International Airport,RU,47.493888,39.924722,large_airport
URRT,TGK,Taganrog Yuzhny Airport,RU,47.1983333,38.8491667,medium_airport
URSS,AER,Sochi International Airport,RU,43.449902,39.9566,large_airport
URWI,ESL,Elista Airport,RU,46.373901,44.330898,medium_airport
URWW,VOG,Volgograd International Airport,RU,48.78134,44.339194,large_airport
USHN,NYA,Nyagan Airport,RU,62.110001,65.614998,medium_airport
USHQ,EYK,Beloyarskiy Airport,RU,63.686901,66.698601,medium_airport
USKK,KVX,Pobedilovo Airport,RU,58.503883,49.347831,medium_airport
UUBA,KMW,Kostroma Sokerkino Airport,RU,57.796902,41.019402,medium_airport
UUBI,IWA,Ivanovo South Airport,RU,56.93939971923828,40.940799713134766,medium_airport
UUBK,RYB,Staroselye Airport,RU,58.104198,38.929401,medium_airport
UUBP,BZK,Bryansk International Airport,RU,53.214403,34.175965,medium_airport
UUBW,ZIA,Zhukovsky International Airport,RU,55.553299,38.150002,large_airport
UUDD,DME,Domodedovo International Airport,RU,55.408798,37.9063,large_airport
UUDL,IAR,Golden Ring Yaroslavl International Airport,RU,57.560699,40.157398,large_airport
UUEE,SVO,Sheremetyevo International Airport,RU,55.976858,37.41121,large_airport
UUOB,EGO,Belgorod International Airport,RU,50.643798828125,36.5900993347168,medium_airport
UUOK,URS,Kursk East Airport,RU,51.7505989074707,36.29560089111328,medium_airport
UUOL,LPK,Lipetsk Airport,RU,52.70280075073242,39.53779983520508,medium_airport
UUOO,VOZ,Voronezh International Airport,RU,51.814324,39.230948,medium_airport
UUWW,VKO,Vnukovo International Airport,RU,55.591499,37.261501,large_airport
UUYP,PEX,Pechora Airport,RU,65.121101,57.130798,medium_airport
UUYY,SCW,Syktyvkar Airport,RU,61.64699935913086,50.84510040283203,medium_airport
UWGG,GOJ,Nizhny Novgorod / Strigino International Airport,RU,56.227351,43.785152,large_airport
UWLL,ULV,Ulyanovsk Baratayevka Airport,RU,54.27016,48.225569,medium_airport
UWPS,SKX,Saransk International Airport,RU,54.12513,45.212257,large_airport
UWUU,UFA,Ufa International Airport,RU,54.557498931885,55.874401092529,large_airport
UWWW,KUF,Kurumoch International Airport,RU,53.504902,50.164299,large_airport
